888dcc04-5f90-4aec-98e0-9e3976f477c2,location,precipitation_mm,temperature_c
2013-06-29T00:00:00,Top,8.6,3.0
2013-06-30T00:00:00,Top,6.5,3.8
2013-07-01T00:00:00,Top,0.0,3.3
2013-07-02T00:00:00,Top,0.0,1.9
2013-07-03T00:00:00,Top,0.0,2.0
2013-07-04T00:00:00,Top,0.0,3.4
2013-07-05T00:00:00,Top,0.0,2.6
2013-07-06T00:00:00,Top,0.0,1.8
2013-07-07T00:00:00,Top,0.0,3.3
2013-07-08T00:00:00,Top,0.0,7.9
2013-07-09T00:00:00,Top,0.0,7.1
2013-07-10T00:00:00,Top,0.0,8.4
2013-07-11T00:00:00,Top,0.0,8.4
2013-07-12T00:00:00,Top,1.2,8.0
2013-07-13T00:00:00,Top,0.8,8.0
2013-07-14T00:00:00,Top,0.0,7.0
2013-07-15T00:00:00,Top,0.0,4.1
2013-07-16T00:00:00,Top,0.0,6.3
2013-07-17T00:00:00,Top,2.1,5.8
2013-07-18T00:00:00,Top,0.0,3.4
2013-07-19T00:00:00,Top,0.0,5.6
2013-07-20T00:00:00,Top,0.0,9.9
2013-07-21T00:00:00,Top,0.0,10.3
2013-07-22T00:00:00,Top,0.0,8.6
2013-07-23T00:00:00,Top,0.0,9.3
2013-07-24T00:00:00,Top,0.0,10.6
2013-07-25T00:00:00,Top,0.0,7.2
2013-07-26T00:00:00,Top,1.4,8.2
2013-07-27T00:00:00,Top,0.0,10.7
2013-07-28T00:00:00,Top,0.0,8.1
2013-07-29T00:00:00,Top,0.0,7.7
2013-07-30T00:00:00,Top,1.3,6.4
2013-07-31T00:00:00,Top,3.6,7.5
2013-08-01T00:00:00,Top,1.2,6.8
2013-08-02T00:00:00,Top,0.0,6.6
2013-08-03T00:00:00,Top,0.0,7.5
2013-08-04T00:00:00,Top,0.0,6.4
2013-08-05T00:00:00,Top,7.5,9.1
2013-08-06T00:00:00,Top,0.0,12.5
2013-08-07T00:00:00,Top,2.6,10.8
2013-08-08T00:00:00,Top,0.0,9.7
2013-08-09T00:00:00,Top,4.6,9.6
2013-08-10T00:00:00,Top,1.1,7.5
2013-08-11T00:00:00,Top,0.0,10.0
2013-08-12T00:00:00,Top,10.5,12.4
2013-08-13T00:00:00,Top,9.0,8.2
2013-08-14T00:00:00,Top,0.0,8.8
2013-08-15T00:00:00,Top,0.0,6.5
2013-08-16T00:00:00,Top,6.6,7.2
2013-08-17T00:00:00,Top,15.4,5.1
2013-08-18T00:00:00,Top,0.0,7.4
2013-08-19T00:00:00,Top,3.4,6.7
2013-08-20T00:00:00,Top,0.0,10.8
2013-08-21T00:00:00,Top,0.0,10.8
2013-08-22T00:00:00,Top,0.0,11.2
2013-08-23T00:00:00,Top,0.0,11.9
2013-08-24T00:00:00,Top,0.0,11.8
2013-08-25T00:00:00,Top,0.0,11.4
2013-08-26T00:00:00,Top,0.0,11.9
2013-08-27T00:00:00,Top,2.0,12.2
2013-08-28T00:00:00,Top,0.0,11.3
2013-08-29T00:00:00,Top,0.0,11.6
2013-08-30T00:00:00,Top,18.8,9.2
2013-08-31T00:00:00,Top,5.1,11.1
2013-09-01T00:00:00,Top,3.8,12.1
2013-09-02T00:00:00,Top,2.8,10.6
2013-09-03T00:00:00,Top,0.0,12.6
2013-09-04T00:00:00,Top,0.0,13.9
2013-09-05T00:00:00,Top,0.0,14.3
2013-09-06T00:00:00,Top,0.0,13.9
2013-09-07T00:00:00,Top,1.9,12.5
2013-09-08T00:00:00,Top,0.0,11.4
2013-09-09T00:00:00,Top,0.0,12.3
2013-09-10T00:00:00,Top,0.0,15.2
2013-09-11T00:00:00,Top,0.0,16.3
2013-09-12T00:00:00,Top,0.0,19.0
2013-09-13T00:00:00,Top,6.0,17.5
2013-09-14T00:00:00,Top,1.7,13.7
2013-09-15T00:00:00,Top,0.0,12.3
2013-09-16T00:00:00,Top,0.0,12.7
2013-09-17T00:00:00,Top,3.4,11.6
2013-09-18T00:00:00,Top,2.1,11.5
2013-09-19T00:00:00,Top,0.0,12.0
2013-09-20T00:00:00,Top,0.0,13.4
2013-09-21T00:00:00,Top,0.0,12.9
2013-09-22T00:00:00,Top,0.0,14.1
2013-09-23T00:00:00,Top,7.0,14.2
2013-09-24T00:00:00,Top,0.0,14.0
2013-09-25T00:00:00,Top,1.7,14.4
2013-09-26T00:00:00,Top,0.0,13.2
2013-09-27T00:00:00,Top,0.0,16.0
2013-09-28T00:00:00,Top,0.0,17.1
2013-09-29T00:00:00,Top,0.0,17.3
2013-09-30T00:00:00,Top,0.0,17.0
2013-10-01T00:00:00,Top,0.0,18.8
2013-10-02T00:00:00,Top,0.0,22.7
2013-10-03T00:00:00,Top,0.0,23.0
2013-10-04T00:00:00,Top,0.0,22.5
2013-10-05T00:00:00,Top,0.0,20.4
2013-10-06T00:00:00,Top,5.3,17.3
2013-10-07T00:00:00,Top,2.0,17.3
2013-10-08T00:00:00,Top,15.0,15.4
2013-10-09T00:00:00,Top,9.5,15.0
2013-10-10T00:00:00,Top,1.0,13.3
2013-10-11T00:00:00,Top,0.0,16.5
2013-10-12T00:00:00,Top,0.0,15.3
2013-10-13T00:00:00,Top,0.0,15.3
2013-10-14T00:00:00,Top,0.0,15.8
2013-10-15T00:00:00,Top,6.7,16.2
2013-10-16T00:00:00,Top,7.6,15.8
2013-10-17T00:00:00,Top,1.4,14.4
2013-10-18T00:00:00,Top,1.5,15.8
2013-10-19T00:00:00,Top,0.0,16.7
2013-10-20T00:00:00,Top,3.6,16.1
2013-10-21T00:00:00,Top,3.2,14.0
2013-10-22T00:00:00,Top,0.0,16.8
2013-10-23T00:00:00,Top,1.4,16.8
2013-10-24T00:00:00,Top,0.0,16.4
2013-10-25T00:00:00,Top,14.0,14.2
2013-10-26T00:00:00,Top,3.5,15.9
2013-10-27T00:00:00,Top,0.8,15.1
2013-10-28T00:00:00,Top,0.0,15.3
2013-10-29T00:00:00,Top,17.9,15.6
2013-10-30T00:00:00,Top,9.2,14.8
2013-10-31T00:00:00,Top,0.0,14.6
2013-11-01T00:00:00,Top,0.0,15.6
2013-11-02T00:00:00,Top,0.9,16.0
2013-11-03T00:00:00,Top,0.0,16.4
2013-11-04T00:00:00,Top,0.0,16.4
2013-11-05T00:00:00,Top,2.7,17.2
2013-11-06T00:00:00,Top,0.0,18.5
2013-11-07T00:00:00,Top,0.0,19.4
2013-11-08T00:00:00,Top,0.0,19.3
2013-11-09T00:00:00,Top,0.0,17.7
2013-11-10T00:00:00,Top,0.0,18.6
2013-11-11T00:00:00,Top,0.0,17.0
2013-11-12T00:00:00,Top,0.0,18.1
2013-11-13T00:00:00,Top,0.0,15.7
2013-11-14T00:00:00,Top,0.0,16.4
2013-11-15T00:00:00,Top,0.0,16.5
2013-11-16T00:00:00,Top,0.0,17.0
2013-11-17T00:00:00,Top,0.0,15.5
2013-11-18T00:00:00,Top,0.0,16.7
2013-11-19T00:00:00,Top,0.0,16.1
2013-11-20T00:00:00,Top,0.0,15.6
2013-11-21T00:00:00,Top,0.0,16.1
2013-11-22T00:00:00,Top,0.0,15.8
2013-11-23T00:00:00,Top,0.0,16.3
2013-11-24T00:00:00,Top,0.0,18.2
2013-11-25T00:00:00,Top,2.4,21.3
2013-11-26T00:00:00,Top,0.0,17.2
2013-11-27T00:00:00,Top,1.3,18.5
2013-11-28T00:00:00,Top,0.0,17.1
2013-11-29T00:00:00,Top,0.0,17.0
2013-11-30T00:00:00,Top,0.0,15.8
2013-12-01T00:00:00,Top,1.4,14.8
2013-12-02T00:00:00,Top,27.4,14.4
2013-12-03T00:00:00,Top,6.8,13.9
2013-12-04T00:00:00,Top,0.0,15.1
2013-12-05T00:00:00,Top,0.0,12.8
2013-12-06T00:00:00,Top,25.4,13.8
2013-12-07T00:00:00,Top,8.0,11.9
2013-12-08T00:00:00,Top,0.0,11.9
2013-12-09T00:00:00,Top,0.0,11.6
2013-12-10T00:00:00,Top,0.0,10.3
2013-12-11T00:00:00,Top,0.0,12.9
2013-12-12T00:00:00,Top,0.0,12.4
2013-12-13T00:00:00,Top,0.0,15.1
2013-12-14T00:00:00,Top,0.0,14.5
2013-12-15T00:00:00,Top,0.0,15.5
2013-12-16T00:00:00,Top,5.2,15.3
2013-12-17T00:00:00,Top,5.0,15.0
2013-12-18T00:00:00,Top,8.7,16.2
2013-12-19T00:00:00,Top,10.7,15.1
2013-12-20T00:00:00,Top,0.0,13.6
2013-12-21T00:00:00,Top,0.0,10.7
2013-12-22T00:00:00,Top,0.0,10.1
2013-12-23T00:00:00,Top,3.4,11.5
2013-12-24T00:00:00,Top,3.0,13.3
2013-12-25T00:00:00,Top,5.7,12.6
2013-12-26T00:00:00,Top,0.0,13.3
2013-12-27T00:00:00,Top,0.0,10.3
2013-12-28T00:00:00,Top,0.0,9.4
2013-12-29T00:00:00,Top,0.0,10.0
2013-12-30T00:00:00,Top,0.0,9.2
2013-12-31T00:00:00,Top,0.0,12.0
